grib_id,hrap_x,hrap_y,bin_area,area_name
174281,526,156,14649562,nueces
174282,527,156,14648685,nueces
174283,528,156,14647801,nueces
174284,529,156,7786458,nueces
175390,514,157,4118092,nueces
175391,515,157,14668822,nueces
175392,516,157,14668020,nueces
175393,517,157,14667211,nueces
175394,518,157,14666395,nueces
175395,519,157,14665572,nueces
175396,520,157,14664742,nueces
175397,521,157,14663906,nueces
175398,522,157,14663062,nueces
175399,523,157,14662212,nueces
175400,524,157,14661355,nueces
175401,525,157,14660490,nueces
175402,526,157,14659619,nueces
175403,527,157,14658741,nueces
175404,528,157,14657857,nueces
175405,529,157,8837453,nueces
176510,513,158,1782952,nueces
176511,514,158,12579791,nueces
176512,515,158,14678891,nueces
176513,516,158,14678088,nueces
176514,517,158,14677279,nueces
176515,518,158,14676462,nueces
176516,519,158,14675638,nueces
176517,520,158,14674808,nueces
176518,521,158,14673970,nueces
176519,522,158,14673126,nueces
176520,523,158,14672275,nueces
176521,524,158,14671416,nueces
176522,525,158,14670551,nueces
176523,526,158,14669680,nueces
176524,527,158,14668801,nueces
176525,528,158,14667915,nueces
176526,529,158,11296984,nueces
176527,530,158,1739502,nueces
177630,512,159,1546672,nueces
177631,513,159,14053705,nueces
177632,514,159,14689761,nueces
177633,515,159,14688964,nueces
177634,516,159,14688160,nueces
177635,517,159,14687350,nueces
177636,518,159,14686532,nueces
177637,519,159,14685708,nueces
177638,520,159,14684876,nueces
177639,521,159,14684038,nueces
177640,522,159,14683193,nueces
177641,523,159,14682341,nueces
177642,524,159,14681482,nueces
177643,525,159,14680616,nueces
177644,526,159,14679743,nueces
177645,527,159,14678863,nueces
177646,528,159,14677977,nueces
177647,529,159,14677083,nueces
177648,530,159,10821795,nueces
178751,512,160,1169516,nueces
178752,513,160,14696132,nueces
178753,514,160,14699838,nueces
178754,515,160,14699040,nueces
178755,516,160,14698236,nueces
178756,517,160,14697424,nueces
178757,518,160,14696606,nueces
178758,519,160,14695781,nueces
178759,520,160,14694948,nueces
178760,521,160,14694109,nueces
178761,522,160,14693263,nueces
178762,523,160,14692410,nueces
178763,524,160,14691550,nueces
178764,525,160,14690683,nueces
178765,526,160,14689810,nueces
178766,527,160,14688929,nueces
178767,528,160,14688042,nueces
178768,529,160,14687147,nueces
178769,530,160,12419626,nueces
179872,512,161,133,nueces
179873,513,161,8980948,nueces
179874,514,161,14709918,nueces
179875,515,161,14709120,nueces
179876,516,161,14708314,nueces
179877,517,161,14707502,nueces
179878,518,161,14706683,nueces
179879,519,161,14705857,nueces
179880,520,161,14705024,nueces
179881,521,161,14704184,nueces
179882,522,161,14703337,nueces
179883,523,161,14702483,nueces
179884,524,161,14701622,nueces
179885,525,161,14700754,nueces
179886,526,161,14699880,nueces
179887,527,161,14698998,nueces
179888,528,161,14698110,nueces
179889,529,161,14697214,nueces
179890,530,161,11034696,nueces
180994,513,162,1603136,nueces
180995,514,162,14042754,nueces
180996,515,162,14719202,nueces
180997,516,162,14718396,nueces
180998,517,162,14717583,nueces
180999,518,162,14716763,nueces
181000,519,162,14715936,nueces
181001,520,162,14715102,nueces
181002,521,162,14714261,nueces
181003,522,162,14713413,nueces
181004,523,162,14712559,nueces
181005,524,162,14711697,nueces
181006,525,162,14710829,nueces
181007,526,162,14709953,nueces
181008,527,162,14709070,nueces
181009,528,162,14708181,nueces
181010,529,162,14707285,nueces
181011,530,162,3260781,nueces
182116,514,163,8992237,nueces
182117,515,163,14729288,nueces
182118,516,163,14728481,nueces
182119,517,163,14727667,nueces
182120,518,163,14726846,nueces
182121,519,163,14726019,nueces
182122,520,163,14725184,nueces
182123,521,163,14724342,nueces
182124,522,163,14723493,nueces
182125,523,163,14722638,nueces
182126,524,163,14721775,nueces
182127,525,163,14720906,nueces
182128,526,163,14720029,nueces
182129,527,163,14719146,nueces
182130,528,163,14718256,nueces
182131,529,163,14717359,nueces
182132,530,163,6407505,nueces
183237,514,164,9130458,nueces
183238,515,164,14739377,nueces
183239,516,164,14738569,nueces
183240,517,164,14737755,nueces
183241,518,164,14736933,nueces
183242,519,164,14736104,nueces
183243,520,164,14735269,nueces
183244,521,164,14734426,nueces
183245,522,164,14733577,nueces
183246,523,164,14732720,nueces
183247,524,164,14731857,nueces
183248,525,164,14730986,nueces
183249,526,164,14730109,nueces
183250,527,164,14729225,nueces
183251,528,164,14728334,nueces
183252,529,164,14727436,nueces
183253,530,164,9108747,nueces
184358,514,165,3275742,nueces
184359,515,165,14749470,nueces
184360,516,165,14748661,nueces
184361,517,165,14747845,nueces
184362,518,165,14747023,nueces
184363,519,165,14705011,nueces
184364,520,165,4884428,nueces
184365,521,165,9463895,nueces
184366,522,165,14743663,nueces
184367,523,165,14742806,nueces
184368,524,165,14741941,nueces
184369,525,165,14741070,nueces
184370,526,165,14740192,nueces
184371,527,165,14739307,nueces
184372,528,165,14738415,nueces
184373,529,165,14737516,nueces
184374,530,165,13081424,nueces
184375,531,165,297293,nueces
185479,514,166,438840,nueces
185480,515,166,10955016,nueces
185481,516,166,14246950,nueces
185482,517,166,3640554,nueces
185483,518,166,3297178,nueces
185484,519,166,1761639,nueces
185486,521,166,49810,nueces
185487,522,166,8236433,nueces
185488,523,166,14752895,nueces
185489,524,166,14752030,nueces
185490,525,166,14751157,nueces
185491,526,166,14750278,nueces
185492,527,166,14749392,nueces
185493,528,166,14321926,nueces
185494,529,166,10867525,nueces
185495,530,166,4193052,nueces
186601,515,167,2603521,nueces
186602,516,167,8793080,nueces
186608,522,167,466868,nueces
186609,523,167,8566522,nueces
186610,524,167,8205250,nueces
186611,525,167,6704122,nueces
186612,526,167,8648643,nueces
186613,527,167,9164989,nueces
186614,528,167,4002264,nueces
187723,516,168,137515,nueces
